SubscriptionID;CustomerID;ProductID;Pattern;StartDate;EndDate;NbrNewspapers;NbrStart;RenewalDate;PaymentType;PaymentStatus;PaymentDate;FormulaID;GrossFormulaPrice;NetFormulaPrice;NetNewspaperPrice;ProductDiscount;FormulaDiscount;TotalDiscount;TotalPrice;TotalCredit
132338;107403;8;1111110;30/09/2007;31/12/2007;77;25;01/12/2007;BT;Paid;12/09/2007;864;68;68;0.883117;0;0;0;68;0
132339;107403;8;1111110;02/07/2007;29/09/2007;76;25;;BT;Paid;13/06/2007;864;68;68;0.894737;0;0;0;68;0
132340;107403;8;1111110;02/04/2007;30/06/2007;74;25;;BT;Paid;12/03/2007;864;68;68;0.918919;0;0;0;68;0
132341;107403;8;1111110;02/01/2007;31/03/2007;77;25;;BT;Paid;12/12/2006;864;68;68;0.883117;0;0;0;68;0
1325218;76865;8;1111110;16/01/2011;14/02/2011;25;10;31/01/2011;DD;Paid;05/01/2011;16620;28;28;1.12;0;0;0;28;0
1325320;655981;1;1111110;16/01/2011;14/02/2011;25;10;31/01/2011;DD;Paid;05/01/2011;16077;28;28;1.12;0;0;0;28;0
1325386;671995;2;1111110;16/01/2011;14/02/2011;25;10;31/01/2011;DD;Paid;05/01/2011;16077;28;28;1.12;0;0;0;28;0
1325646;653911;1;1111110;16/01/2011;14/02/2011;25;10;31/01/2011;DD;Paid;05/01/2011;16077;28;28;1.12;0;0;0;28;0
1326307;663946;6;1111110;16/01/2011;14/02/2011;25;10;31/01/2011;DD;Paid;05/01/2011;16077;28;28;1.12;0;0;0;28;0
1326444;78610;8;1111110;30/01/2011;30/01/2011;304;10;;BT;Not Paid;;15052;;;;;;;;
1328321;682368;7;1111110;01/02/2011;01/02/2011;304;10;;BT;Not Paid;;14408;;;;;;;;
133109;107877;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;11/01/2008;875;249;249;0.819079;0;0;0;249;0
133110;107877;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;02/01/2007;874;235;235;0.773026;0;0;0;235;0
133139;107896;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;19/12/2007;875;249;249;0.819079;0;0;0;249;0
133140;107896;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;20/12/2006;874;235;235;0.773026;0;0;0;235;0
133164;107909;8;1111110;01/01/2008;31/03/2008;76;10;03/03/2008;BT;Paid;14/12/2007;865;74;74;0.973684;0;0;0;74;0
133165;107909;8;1111110;30/09/2007;31/12/2007;77;25;01/12/2007;BT;Paid;11/09/2007;864;68;68;0.883117;0;0;0;68;0
133166;107909;8;1111110;02/07/2007;29/09/2007;76;25;;BT;Paid;18/06/2007;864;68;68;0.894737;0;0;0;68;0
133167;107909;8;1111110;02/04/2007;30/06/2007;74;25;;BT;Paid;12/03/2007;864;68;68;0.918919;0;0;0;68;0
133168;107909;8;1111110;02/01/2007;31/03/2007;77;25;;BT;Paid;19/12/2006;864;68;68;0.883117;0;0;0;68;0
1332987;671127;1;1111110;19/01/2011;16/02/2011;25;10;31/01/2011;DD;Paid;05/01/2011;16077;28;28;1.12;0;0;0;28;0
1332989;655449;2;1111110;18/01/2011;15/02/2011;25;10;31/01/2011;DD;Paid;05/01/2011;16077;28;28;1.12;0;0;0;28;0
1333061;671830;3;1111110;18/01/2011;15/02/2011;25;10;31/01/2011;DD;Paid;05/01/2011;16077;28;28;1.12;0;0;0;28;0
1333106;658714;6;1111110;18/01/2011;15/02/2011;25;10;31/01/2011;DD;Paid;05/01/2011;16077;28;28;1.12;0;0;0;28;0
1333131;649119;2;1111110;21/01/2011;18/02/2011;25;10;02/02/2011;DD;Paid;05/01/2011;16077;28;28;1.12;0;0;0;28;0
1334393;608896;3;1111110;21/01/2011;18/02/2011;25;25;02/02/2011;DD;Paid;05/01/2011;9466;23.6;23.6;0.944;0;0;0;23.6;0
133457;108089;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;13/12/2007;875;249;249;0.819079;0;0;0;249;0
133458;108089;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;14/12/2006;874;235;235;0.773026;0;0;0;235;0
1334647;1012984;5;1111110;06/01/2011;03/02/2011;25;25;;BT;Paid;04/01/2011;16529;28;14;0.56;0;14;14;14;0
1334789;709042;2;1111110;06/01/2011;03/02/2011;25;25;;BT;Paid;04/01/2011;16529;28;14;0.56;0;14;14;14;0
1335144;131260;1;1111110;06/01/2011;03/02/2011;25;25;;BT;Paid;04/01/2011;16529;28;14;0.56;0;14;14;14;0
1335690;195095;8;1111110;22/01/2011;19/02/2011;25;25;;DD;Paid;12/01/2011;9465;23.6;23.6;0.944;0;0;0;23.6;0
1336816;92704;8;1111110;23/01/2011;21/02/2011;25;25;;DD;Paid;12/01/2011;9465;23.6;23.6;0.944;0;0;0;23.6;0
1339156;659050;5;1111110;26/01/2011;23/02/2011;25;10;;DD;Paid;12/01/2011;16077;28;28;1.12;0;0;0;28;0
1339184;448750;2;1111110;25/01/2011;22/02/2011;25;10;;DD;Paid;12/01/2011;16077;28;28;1.12;0;0;0;28;0
133937;108352;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;27/12/2007;875;249;249;0.815789;0;0;0;248;-1
133938;108352;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;18/12/2006;874;235;235;0.773026;0;0;0;235;0
1340145;799769;8;1111110;12/01/2011;09/02/2011;25;25;24/01/2011;DD;Paid;12/01/2011;9465;23.6;23.6;0.944;0;0;0;23.6;0
1340330;92892;8;1111110;13/01/2011;13/01/2011;76;25;;BT;Not Paid;;8746;;;;;;;;
1340372;92892;8;1111110;13/01/2011;13/01/2011;76;25;;BT;Not Paid;;15150;;;;;;;;
1340376;684448;1;1111110;28/01/2011;25/02/2011;25;25;;DD;Paid;12/01/2011;9466;23.6;23.6;0.944;0;0;0;23.6;0
134062;108424;8;1111110;01/10/2008;01/10/2009;304;10;01/09/2009;BT;Paid;22/09/2008;875;249;249;0.819079;0;0;0;249;0
134063;108424;8;1111110;30/09/2007;30/09/2008;306;25;01/09/2008;BT;Paid;05/10/2007;874;235;235;0.764706;0;0;0;234;-1
134064;108424;8;1111110;02/10/2006;29/09/2007;302;15;;BT;Paid;27/09/2006;873;229;229;0.758278;0;0;0;229;0
1340952;496557;6;1111110;29/01/2011;26/02/2011;25;25;;DD;Paid;19/01/2011;9466;23.6;23.6;0.944;0;0;0;23.6;0
134126;108455;8;1111110;12/08/2008;12/08/2009;304;10;13/07/2009;BT;Paid;08/08/2008;875;249;249;0.819079;0;0;0;249;0
134127;108455;8;1111110;13/08/2007;11/08/2008;305;25;14/07/2008;BT;Paid;16/07/2007;874;235;235;0.767213;0;0;0;234;-1
134128;108455;8;1111110;12/07/2006;11/08/2007;329;15;;BT;Paid;17/07/2006;1003;247.83;229;0.696049;0;18.83;18.83;229;0
1341954;686509;2;1111110;30/01/2011;28/02/2011;25;10;;DD;Paid;19/01/2011;16077;28;28;1.12;0;0;0;28;0
1342499;681524;2;1111110;17/01/2011;14/02/2011;25;25;;BT;Paid;21/01/2011;10463;27;13.5;0.54;0;13.5;13.5;13.5;0
134496;108673;8;1111110;01/01/2008;31/03/2008;76;10;03/03/2008;BT;Paid;27/12/2007;865;74;74;0.973684;0;0;0;74;0
1344962;70052;8;1111110;01/02/2011;01/03/2011;25;25;;DD;Paid;19/01/2011;9465;23.6;23.6;0.944;0;0;0;23.6;0
134497;108673;8;1111110;30/09/2007;31/12/2007;77;25;01/12/2007;BT;Paid;07/09/2007;864;68;68;0.87013;0;0;0;67;-1
134498;108673;8;1111110;02/07/2007;29/09/2007;76;25;;BT;Paid;26/06/2007;864;68;68;0.894737;0;0;0;68;0
134499;108673;8;1111110;02/04/2007;30/06/2007;74;25;;BT;Paid;26/03/2007;864;68;68;0.918919;0;0;0;68;0
134500;108673;8;1111110;02/01/2007;31/03/2007;77;25;;BT;Paid;28/12/2006;864;68;68;0.883117;0;0;0;68;0
1345008;686014;5;1111110;02/02/2011;02/03/2011;25;10;;DD;Paid;19/01/2011;16077;28;28;1.12;0;0;0;28;0
1345015;672274;7;1111110;02/02/2011;02/03/2011;25;10;;DD;Paid;19/01/2011;16077;28;28;1.12;0;0;0;28;0
1345027;309321;6;1111110;02/02/2011;02/03/2011;25;25;;DD;Paid;19/01/2011;9466;23.6;23.6;0.944;0;0;0;23.6;0
1345044;639397;8;1111110;02/02/2011;02/03/2011;25;25;;DD;Paid;19/01/2011;9465;23.6;23.6;0.944;0;0;0;23.6;0
1345141;670663;2;1111110;02/02/2011;02/03/2011;25;10;;DD;Paid;19/01/2011;16077;28;28;1.12;0;0;0;28;0
1345678;248786;8;1111110;20/01/2011;02/02/2011;12;0;;BT;Paid;20/01/2011;16997;13.44;0;0;0;13.44;13.44;0;0
134823;108862;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;21/12/2007;875;249;249;0.819079;0;0;0;249;0
134824;108862;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;12/12/2006;874;235;235;0.773026;0;0;0;235;0
134866;108898;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;31/12/2007;875;249;249;0.819079;0;0;0;249;0
134867;108898;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;21/12/2006;874;235;235;0.773026;0;0;0;235;0
1349168;654824;1;1111110;24/02/2011;24/02/2011;76;10;;BT;Not Paid;;14827;;;;;;;;
135542;109293;8;1111110;01/01/2008;31/03/2008;76;10;03/03/2008;BT;Paid;09/01/2008;865;74;74;0.973684;0;0;0;74;0
135543;109293;8;1111110;30/09/2007;31/12/2007;77;25;01/12/2007;BT;Paid;05/10/2007;864;68;68;0.883117;0;0;0;68;0
135544;109293;8;1111110;02/07/2007;29/09/2007;76;25;;BT;Paid;11/07/2007;864;68;68;0.894737;0;0;0;68;0
135545;109293;8;1111110;02/04/2007;30/06/2007;74;25;;BT;Paid;09/03/2007;864;68;68;0.918919;0;0;0;68;0
135546;109293;8;1111110;02/01/2007;31/03/2007;77;25;;BT;Paid;08/12/2006;864;68;68;0.883117;0;0;0;68;0
135632;109348;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;31/12/2007;875;249;249;0.819079;0;0;0;249;0
135633;109348;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;15/12/2006;874;235;235;0.773026;0;0;0;235;0
136456;109862;8;1111110;01/04/2008;30/03/2009;304;10;16/03/2009;DD;Paid;19/03/2008;875;249;249;0.819079;0;0;0;249;0
136457;109862;8;1111110;02/04/2007;31/03/2008;303;25;17/03/2008;DD;Paid;14/03/2007;874;235;235;0.775578;0;0;0;235;0
136458;109862;8;1111110;01/04/2006;31/03/2007;303;15;;DD;Paid;15/03/2006;873;229;229;0.755776;0;0;0;229;0
136627;109965;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;10/01/2008;875;249;249;0.819079;0;0;0;249;0
136628;109965;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;17/01/2007;874;235;235;0.773026;0;0;0;235;0
136840;110062;8;1111110;01/01/2008;30/06/2008;152;10;02/06/2008;BT;Paid;29/12/2007;870;138;138;0.907895;0;0;0;138;0
136841;110062;8;1111110;02/07/2007;31/12/2007;153;25;01/12/2007;BT;Paid;28/06/2007;869;127;127;0.830065;0;0;0;127;0
136842;110062;8;1111110;02/01/2007;30/06/2007;151;25;;BT;Paid;28/12/2006;869;127;127;0.84106;0;0;0;127;0
137354;110330;8;1111110;01/01/2008;31/03/2008;76;25;17/03/2008;DD;Paid;19/12/2007;865;74;74;0.973684;0;0;0;74;0
137355;110330;8;1111110;30/09/2007;31/12/2007;77;25;17/12/2007;DD;Paid;13/09/2007;864;68;68;0.883117;0;0;0;68;0
137356;110330;8;1111110;02/07/2007;29/09/2007;76;25;;DD;Paid;13/06/2007;864;68;68;0.894737;0;0;0;68;0
137357;110330;8;1111110;02/04/2007;30/06/2007;74;25;;DD;Paid;14/03/2007;864;68;68;0.918919;0;0;0;68;0
137358;110330;8;1111110;02/01/2007;31/03/2007;77;25;;DD;Paid;13/12/2006;864;68;68;0.883117;0;0;0;68;0
137593;110455;8;1111110;05/02/2008;03/02/2009;304;25;05/01/2009;BT;Paid;07/02/2008;875;249;249;0.819079;0;0;0;249;0
137594;110455;8;1111110;05/02/2007;04/02/2008;304;25;07/01/2008;BT;Paid;02/02/2007;874;235;235;0.744408;0;0;0;226.3;-8.7
137595;110455;8;1111110;04/02/2006;03/02/2007;303;15;;BT;Paid;01/02/2006;873;229;229;0.755776;0;0;0;229;0
138065;110694;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;13/12/2007;875;249;249;0.819079;0;0;0;249;0
138066;110694;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;11/12/2006;874;235;235;0.773026;0;0;0;235;0
138167;110749;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;20/12/2007;875;249;249;0.819079;0;0;0;249;0
138168;110749;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;21/12/2006;874;235;235;0.773026;0;0;0;235;0
138580;110977;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;27/12/2007;875;249;249;0.819079;0;0;0;249;0
138581;110977;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;15/01/2007;874;235;235;0.773026;0;0;0;235;0
140796;112215;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;18/12/2007;875;249;249;0.819079;0;0;0;249;0
140797;112215;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;21/12/2006;874;235;235;0.773026;0;0;0;235;0
140946;112332;8;1111110;01/01/2008;30/06/2008;152;10;02/06/2008;BT;Paid;18/12/2007;870;138;138;0.907895;0;0;0;138;0
140947;112332;8;1111110;02/07/2007;31/12/2007;153;25;01/12/2007;BT;Paid;02/07/2007;869;127;127;0.830065;0;0;0;127;0
140948;112332;8;1111110;02/01/2007;30/06/2007;151;25;;BT;Paid;26/12/2006;869;127;127;0.84106;0;0;0;127;0
141169;112472;8;1111110;01/07/2008;01/07/2009;304;10;01/06/2009;BT;Paid;03/07/2008;875;249;249;0.819079;0;0;0;249;0
141170;112472;8;1111110;02/07/2007;30/06/2008;305;25;02/06/2008;BT;Paid;04/07/2007;874;235;235;0.770492;0;0;0;235;0
141171;112472;8;1111110;01/07/2006;30/06/2007;303;15;;BT;Paid;30/06/2006;873;229;229;0.755776;0;0;0;229;0
141425;112616;8;1111110;01/04/2008;30/03/2009;304;10;02/03/2009;BT;Paid;01/04/2008;875;249;249;0.819079;0;0;0;249;0
141426;112616;8;1111110;02/04/2007;31/03/2008;303;25;03/03/2008;BT;Paid;26/03/2007;874;235;235;0.775578;0;0;0;235;0
141427;112616;8;1111110;01/04/2006;31/03/2007;303;15;;BT;Paid;28/03/2006;873;229;229;0.755776;0;0;0;229;0
141795;112810;8;1111110;01/10/2008;01/10/2009;304;10;01/09/2009;BT;Paid;18/09/2008;875;249;249;0.819079;0;0;0;249;0
141796;112810;8;1111110;30/09/2007;30/09/2008;306;25;01/09/2008;BT;Paid;07/09/2007;874;235;235;0.767974;0;0;0;235;0
141797;112810;8;1111110;02/10/2006;29/09/2007;302;15;;BT;Paid;26/09/2006;873;229;229;0.758278;0;0;0;229;0
142269;113065;8;1111110;01/07/2008;01/07/2009;304;10;01/06/2009;BT;Paid;19/06/2008;875;249;249;0.819079;0;0;0;249;0
142270;113065;8;1111110;02/07/2007;30/06/2008;305;25;02/06/2008;BT;Paid;20/06/2007;874;235;235;0.770492;0;0;0;235;0
142271;113065;8;1111110;01/07/2006;30/06/2007;303;15;;BT;Paid;21/06/2006;873;229;229;0.755776;0;0;0;229;0
142391;113134;8;1111110;01/04/2008;30/03/2009;304;10;02/03/2009;BT;Paid;21/03/2008;875;249;249;0.819079;0;0;0;249;0
142392;113134;8;1111110;02/04/2007;31/03/2008;303;25;03/03/2008;BT;Paid;15/03/2007;874;235;235;0.775578;0;0;0;235;0
142393;113134;8;1111110;01/04/2006;31/03/2007;303;15;;BT;Paid;16/03/2006;873;229;229;0.755776;0;0;0;229;0
142757;113338;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;18/12/2007;875;249;249;0.819079;0;0;0;249;0
142758;113338;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;14/12/2006;874;235;235;0.773026;0;0;0;235;0
143135;114210;8;1111110;01/04/2008;31/03/2009;304;10;02/03/2009;BT;Paid;28/03/2008;875;249;249;0.811842;0;0;0;246.8;-2.2
143136;114210;8;1111110;02/04/2007;31/03/2008;303;25;03/03/2008;BT;Paid;29/03/2007;874;235;235;0.775578;0;0;0;235;0
143137;114210;8;1111110;01/04/2006;31/03/2007;303;15;;BT;Paid;29/03/2006;873;229;229;0.755776;0;0;0;229;0
143749;115366;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;04/01/2008;875;249;249;0.819079;0;0;0;249;0
143750;115366;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;22/12/2006;874;235;235;0.773026;0;0;0;235;0
143856;115674;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;31/12/2007;875;249;249;0.819079;0;0;0;249;0
143857;115674;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;02/01/2007;874;235;235;0.769901;0;0;0;234.05;-0.95
144716;117560;8;1111110;23/11/2007;26/11/2007;76;10;;BT;Not Paid;;864;68;68;0.894737;0;0;0;0;0
144717;117560;8;1111110;25/08/2007;22/11/2007;76;25;30/11/2007;BT;Paid;30/08/2007;827;68;68;0.787368;0;0;0;59.84;0
144718;117560;8;1111110;25/05/2007;24/08/2007;76;25;;BT;Paid;04/06/2007;822;68;48;0.631579;0;20;20;48;0
145155;118150;8;1111110;01/01/2008;30/12/2008;304;10;;BT;Paid;12/12/2007;875;249;249;0.819079;0;0;0;249;0
145156;118150;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;21/12/2006;874;235;235;0.773026;0;0;0;235;0
145541;118416;8;1111110;01/01/2008;08/01/2009;304;10;09/12/2008;BT;Paid;31/01/2008;875;249;249;0.819079;0;0;0;249;0
145542;118416;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;15/12/2006;874;235;235;0.773026;0;0;0;235;0
145684;118522;8;1111110;23/10/2008;23/10/2009;304;10;23/09/2009;BT;Paid;30/10/2008;875;249;249;0.819079;0;0;0;249;0
145685;118522;8;1111110;30/09/2007;22/10/2008;306;25;22/09/2008;BT;Paid;10/09/2007;874;235;235;0.740196;0;0;0;226.5;-8.5
145686;118522;8;1111110;02/10/2006;29/09/2007;302;15;;BT;Paid;13/09/2006;873;229;229;0.754305;0;0;0;227.8;-1.2
145715;118543;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;01/01/2008;875;249;249;0;249;0;249;0;0
145716;118543;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;02/01/2007;874;235;235;0;234.999904;0;234.999904;0;0
146393;119012;8;1111110;23/12/2007;22/03/2008;76;10;21/02/2008;BT;Paid;14/12/2007;864;68;68;0.894737;0;0;0;68;0
146394;119012;8;1111110;22/09/2007;22/12/2007;77;25;22/11/2007;BT;Paid;04/10/2007;864;68;68;0.883117;0;0;0;68;0
146395;119012;8;1111110;22/06/2007;21/09/2007;77;25;;BT;Paid;12/06/2007;864;68;68;0.883117;0;0;0;68;0
146396;119012;8;1111110;22/03/2007;21/06/2007;75;25;;BT;Paid;01/03/2007;864;68;68;0.906667;0;0;0;68;0
146397;119012;8;1111110;22/12/2006;21/03/2007;75;25;;BT;Paid;29/12/2006;864;68;68;0.906667;0;0;0;68;0
146536;119089;8;1111110;01/07/2008;01/07/2009;304;10;;BT;Not Paid;;875;;;;;;;;
146537;119089;8;1111110;02/07/2007;30/06/2008;305;25;10/06/2008;BT;Paid;20/06/2007;874;235;235;0.770492;0;0;0;235;0
146538;119089;8;1111110;01/07/2006;30/06/2007;303;15;;BT;Paid;29/06/2006;873;229;229;0.755776;0;0;0;229;0
146898;119308;8;1111110;02/04/2008;31/03/2009;304;10;02/03/2009;BT;Paid;26/03/2008;875;249;249;0.819079;0;0;0;249;0
146899;119308;8;1111110;02/04/2007;01/04/2008;303;25;03/03/2008;BT;Paid;27/03/2007;874;235;235;0.775578;0;0;0;235;0
146900;119308;8;1111110;01/04/2006;31/03/2007;303;15;;BT;Paid;20/03/2006;873;229;229;0.755776;0;0;0;229;0
147062;119412;8;1111110;01/07/2008;01/07/2009;304;10;01/06/2009;BT;Paid;01/07/2008;875;249;249;0.819079;0;0;0;249;0
147063;119412;8;1111110;02/07/2007;30/06/2008;305;25;02/06/2008;BT;Paid;06/06/2007;874;235;235;0.770492;0;0;0;235;0
147064;119412;8;1111110;01/07/2006;30/06/2007;303;15;;BT;Paid;20/06/2006;873;229;229;0.755776;0;0;0;229;0
147189;119484;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;18/12/2007;875;249;249;0.819079;0;0;0;249;0
147190;119484;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;19/12/2006;874;235;235;0.773026;0;0;0;235;0
147419;119633;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;04/01/2008;875;249;249;0.811842;0;0;0;246.8;-2.2
147420;119633;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;26/12/2006;874;235;235;0.773026;0;0;0;235;0
147577;119743;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;24/12/2007;875;249;249;0.811842;0;0;0;246.8;-2.2
147578;119743;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;20/12/2006;874;235;235;0.773026;0;0;0;235;0
147812;119880;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;27/12/2007;875;249;249;0.811842;0;0;0;246.8;-2.2
147813;119880;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;26/12/2006;874;235;235;0.773026;0;0;0;235;0
148192;120121;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;13/12/2007;875;249;249;0.819079;0;0;0;249;0
148193;120121;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;12/12/2006;874;235;235;0.773026;0;0;0;235;0
148471;120305;8;1111110;01/01/2008;31/12/2008;304;10;21/11/2008;BT;Paid;27/12/2007;875;249;249;0.811842;0;0;0;246.8;-2.2
148472;120305;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;13/12/2006;874;235;235;0.773026;0;0;0;235;0
149311;120807;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;31/12/2007;875;249;249;0.819079;0;0;0;249;0
149312;120807;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;29/12/2006;874;235;235;0.773026;0;0;0;235;0
149595;120980;8;1111110;01/01/2008;30/06/2008;152;10;02/06/2008;BT;Paid;20/12/2007;870;138;138;0.907895;0;0;0;138;0
149596;120980;8;1111110;02/07/2007;31/12/2007;153;25;01/12/2007;BT;Paid;13/06/2007;869;127;127;0.830065;0;0;0;127;0
149597;120980;8;1111110;02/01/2007;30/06/2007;151;25;;BT;Paid;13/12/2006;869;127;127;0.84106;0;0;0;127;0
149700;121043;8;1111110;08/12/2007;07/03/2008;76;10;20/02/2008;DD;Paid;21/11/2007;864;68;68;0.894737;0;0;0;68;0
149701;121043;8;1111110;08/09/2007;07/12/2007;77;25;21/11/2007;DD;Paid;22/08/2007;864;68;68;0.883117;0;0;0;68;0
149702;121043;8;1111110;08/06/2007;07/09/2007;77;25;;DD;Paid;16/05/2007;864;68;68;0.883117;0;0;0;68;0
149703;121043;8;1111110;08/03/2007;07/06/2007;75;25;;DD;Paid;21/02/2007;864;68;68;0.906667;0;0;0;68;0
149704;121043;8;1111110;08/12/2006;07/03/2007;75;25;;DD;Paid;22/11/2006;864;68;68;0.906667;0;0;0;68;0
149810;121120;8;1111110;01/07/2008;01/07/2009;304;10;01/06/2009;BT;Paid;18/06/2008;875;249;249;0.819079;0;0;0;249;0
149811;121120;8;1111110;02/07/2007;30/06/2008;305;25;02/06/2008;BT;Paid;15/06/2007;874;235;235;0.770492;0;0;0;235;0
149812;121120;8;1111110;01/07/2006;30/06/2007;303;15;;BT;Paid;13/06/2006;873;229;229;0.755776;0;0;0;229;0
149933;121215;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;13/12/2007;875;249;249;0.819079;0;0;0;249;0
149934;121215;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;08/12/2006;874;235;235;0.773026;0;0;0;235;0
150258;121443;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;14/12/2007;875;249;249;0.819079;0;0;0;249;0
150259;121443;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;13/12/2006;874;235;235;0.773026;0;0;0;235;0
150391;121529;8;1111110;03/01/2008;01/07/2008;152;10;02/06/2008;BT;Paid;31/12/2007;870;138;138;0.907895;0;0;0;138;0
150392;121529;8;1111110;03/07/2007;02/01/2008;153;25;04/12/2007;BT;Paid;09/07/2007;869;127;127;0.830065;0;0;0;127;0
150393;121529;8;1111110;03/01/2007;02/07/2007;151;25;;BT;Paid;02/01/2007;869;127;127;0.84106;0;0;0;127;0
150394;121529;8;1111110;03/07/2006;02/01/2007;152;15;;BT;Paid;28/06/2006;868;123;123;0.809211;0;0;0;123;0
150866;121813;8;1111110;01/01/2008;31/12/2008;304;10;21/11/2008;BT;Paid;19/12/2007;875;249;249;0.819079;0;0;0;249;0
150867;121813;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;14/12/2006;874;235;235;0.773026;0;0;0;235;0
150992;121891;8;1111110;01/01/2008;30/12/2008;304;10;21/11/2008;BT;Paid;13/12/2007;875;249;249;0.819079;0;0;0;249;0
150993;121891;8;1111110;02/01/2007;31/12/2007;304;25;01/12/2007;BT;Paid;18/12/2006;874;235;235;0.773026;0;0;0;235;0
151006;121897;8;1111110;11/01/2008;09/04/2008;76;25;10/03/2008;BT;Paid;24/12/2007;865;74;74;0.973684;0;0;0;74;0
151007;121897;8;1111110;11/10/2007;10/01/2008;76;25;11/12/2007;BT;Paid;11/09/2007;864;68;68;0.865789;0;0;0;65.8;-2.2
151008;121897;8;1111110;11/07/2007;10/10/2007;77;25;;BT;Paid;13/06/2007;864;68;68;0.883117;0;0;0;68;0
151009;121897;8;1111110;11/04/2007;10/07/2007;75;25;;BT;Paid;20/03/2007;864;68;68;0.906667;0;0;0;68;0
151010;121897;8;1111110;09/01/2007;10/04/2007;78;25;;BT;Paid;29/12/2006;864;68;68;0.871795;0;0;0;68;0
151011;121897;8;1111110;09/10/2006;08/01/2007;75;15;;BT;Paid;15/09/2006;863;65;65;0.866667;0;0;0;65;0
151869;122454;8;1111110;01/07/2008;01/07/2009;304;10;01/06/2009;BT;Paid;26/06/2008;875;249;249;0.811842;0;0;0;246.8;-2.2
151870;122454;8;1111110;02/07/2007;30/06/2008;305;25;02/06/2008;BT;Paid;19/07/2007;874;235;235;0.770492;0;0;0;235;0
151871;122454;8;1111110;01/07/2006;30/06/2007;303;15;;BT;Paid;11/07/2006;873;229;229;0.755776;0;0;0;229;0
